,news_title,news_details,date
1496,FlexShares STOXX US ESG Impact Index ETF (ESG) October Summary,"
October monthly performance was: -0.83%AUM of $4.96M52-week performance vs. the S&P 500 is: 0%No dividends were paid in OctoberTop 10 Holdings as of 9/30/2016: Apple Inc (AAPL): 6.67009%, Microsoft Corp (MSFT): 4.87637%, Exxon Mobil Corp (XOM): 3.94908%, General Electric Co (GE): 2.95355%, AT&T Inc (T): 2.72255%, Procter & Gamble Co (PG): 2.62116%, Amazon.com Inc (AMZN): 2.34306%, Verizon Communications Inc (VZ): 2.29657%, Wells Fargo & Co (WFC): 2.18848%, Facebook Inc A (FB): 2.12836% ",2016-11-3
1497,"Whole Foods higher after EPS beat, dividend hike and sole CEO switch","
 Whole Foods Market (WFM) reports comparable-store sales fell 2.6% in FQ4. Average basket size during the quarter was up 1.6%. The number of transactions were down 4.2%. The company's gross margin declined 53 bps Y/Y to 33.9%. SG&A expense rate +5 bps to 29.1% of sales. EBITDA  was reported at 7.9% of total sales. Adjusted return on invested capital was 13%. FY17 guidance: The company expects sales growth of 2.5 to 4.5% on a -2% to falt comp.Q4 comparable-store sales guidance: -1.6% through October 30.John Mackey as named the single CEO of the company. Walter Robb will remain on the board. The company has a conference call scheduled for 5:00 ET (webcast).Previously: Whole Foods Market beats by $0.04,  revenue in-line (Nov. 2) WFM +4.70% after hours to $32.41.  ",2016-11-2
1498,"Whole Foods Market beats by $0.04,  revenue in-line","
Whole Foods Market (WFM): FQ4 EPS of $0.28 beats by $0.04.Revenue of $3.5B (+1.7% Y/Y) in-line.Shares +2.07%.Press Release ",2016-11-2
1499,Amazon Web Services details Amazon Wind Farm US Central 2,"
In Ohio, the second facility of the type in the state. Will mark fifth overall renewable energy project Amazon (NASDAQ:AMZN) counts in the country (and globally).Projected to generate over 530K MWh of energy per year and go operational December 2017. Constructed in partnership with EverPower.Earlier: Amazon, Alphabet, Microsoft combine for 12% year-term capital expenditure increase amid intensifying cloud racePreviously (September 15): Amazon plans to build 253-megawatt Texas wind farmAmazon Wind Farm US CentralAWS & Sustainability ",2016-10-31
1500,"Amazon, Alphabet, Microsoft combine for 12% year-term capital expenditure increase amid intensifying cloud race","
The three registered an approximate $30B total in expenditures and leases for the September-ended period.Although an exact breakdown of cloud segment expenses (and revenue for some) isn't issued, it appears reasonable that as demand for cloud computing increases, so do related capital investments among the major hyperscale providers.In most recent respective quarterly reports, Amazon (NASDAQ:AMZN) derived 55% higher revenue on a 12-month basis from its Amazon Web Services segment, Microsoft's (NASDAQ:MSFT) Azure revenue came in 116% greater and despite Alphabet (GOOG, GOOGL) not supplying figures on the segment, CFO Ruth Porat on the company's conference call noted Google Cloud platform growth bested all revenue lines across all segments in terms of Y/Y growth.Cloud computing continues to represent a major focus and opportunity for these names and others. As disparity between offerings in the space increasingly diminishes, infrastructure and other capital spending measures will increase accordingly as each looks to secure and maintain top positioning. ",2016-10-31
1501,"Streaming, smartphones and EVs all part of LeEco's U.S. plans","
LeEco plans to list shares in the U.S. in 2019 as it stays on an aggressive track to grow globally, according to South China Morning Post.The consumer electronics giant, which acquired Vizio earlier this year for $2B, sells smartphones, TVs and tablets, all tied to its video-streaming platform, under a developing ecosystem.It's a bold move by the Chinese company to attempt to capture significant market share in the competitive U.S. market against Apple and Amazon (NASDAQ:AMZN), although there are reports that it's in talks with Netflix (NASDAQ:NFLX) for a content partnership.LeEco is also working with Faraday Futures on electric vehicle R&D. The company showed off its EV concept LeSee model earlier this year and has thrown out some very ambitious long-term production targets. Despite the buzz, there's still quite a bit of work to be done before it can be considered a legitimate challenger to Tesla (NASDAQ:TSLA), Nissan (OTCPK:NSANY), General Motors (NYSE:GM) and other EV players. ",2016-10-30
1502,Amazon Prime goes live in China,"
 Where it will compete for market share alongside Alibaba (NYSE:BABA), JD.com (NASDAQ:JD) and others. Prime membership in the country to cost 388 yuan per year (presently around $57), below the $99 level in the U.S where the service registers over 65M subscribers. Limitations, however, are noted, with access to video and music streaming not included. The development comes amid Amazon's (NASDAQ:AMZN) 5% post-earnings fall as observers weigh the company's continued growth against increased investment spending. In July – Amazon Prime introduced in IndiaIn June – Amazon prepares mega investment in India  ",2016-10-28
1503,Amazon coverage broadly confident subsequent earnings,"
Despite the sell-off reaction to Amazon's Q3 miss on the bottom line, analysts at J.P. Morgan (target $975 from $1,000), Oppenheimer & Co. ($900), Jefferies ($950) and UBS ($900) maintain assorted Overweight, Outperform, and Buy ratings. Higher investment expenses are cited across the group, however, so are momentum and growth.Amazon (NASDAQ:AMZN) lower by 4.5% to $781.70.Yesterday (October 27, 2016): Amazon -6% on major Q3 EPS shortfall [updated] ",2016-10-28
1504,"Amazon: Susquehanna out with a Street high $1,250 target","
Susquehanna analyst Shyam Patil raises his price target on Amazon (NASDAQ:AMZN) to $1,250 from $950 following Q3 earnings. Implied upside 61%.Says long-term thesis remains intact. Thinks the heavier investment, which contributed to the earnings miss, makes sense given the large secular e-commerce and cloud opportunities ahead.Read Amazon's Q3 earnings call transcript here. ",2016-10-28
1505,Amazon -6% on major Q3 EPS shortfall [updated],"
Results – revenue $32.7B (+28.9% Y/Y, in line with estimates), EPS $0.52 ($0.26 below estimates), operating cash flow for trailing twelve months $14.6B (+49% Y/Y), free cash flow for trailing twelve months $8.6B (vs. $5.4B Y/Y), net sales $32.7B (+29% Y/Y), operating income $575M (vs. $406M Y/Y), net income $252M (vs. $79M Y/Y)Segment revenues – North America $18.874B (+26% Y/Y), International $10.609B (+28% Y/Y), AWS $3.231B (+55% Y/Y), Consolidated $32.714B (+29% Y/Y)Q4 projections – Net sales of $42B-$45.5B (17%-27% Y/Y growth), operating income between $0-$1.25B (vs. $1.1B Y/Y).Amazon (NASDAQ:AMZN) founder and CEO Jeff Bezos: ""Alexa may be Amazon’s most loved invention yet — literally — with over 250,000 marriage proposals from customers and counting. And she’s just getting better. Because Alexa’s brain is in the cloud, we can easily and continuously add to her capabilities and make her more useful — wait until you see some of the surprises the team is working on now.""Conference callPress Release8-K ",2016-10-27
1506,Retail eye-opener: Amazon plots for 2K grocery stores in ten years,"
Amazon (NASDAQ:AMZN) sees an opportunity in the U.S. to open up as many as 2K Amazon Fresh grocery stores in the next ten years, according to Business Insider.A 20-store pilot program is expected to be up and running by the end of 2018, with a mix of traditional-style grocery stores and online pickup locations.Internal documents reviewed by BI indicate that Amazon is still deciding if the stores will be tied to Amazon Prime memberships.Amazon's determination with a large-scale store roll-out could have significance for grocery stores and other retail chains (WMK, SVU, WFM, IMKTA, CASY, KR, SFS, WBA, CASY, WMT, TGT, RAD) as they consider their own future models.Retail ETFs: XLY, XRT, VCR, RTH, RETL, FXD, IYC, FDIS, SCC, RCD, UCC, PMR, CNDF, FTXD, JHMC. ",2016-10-27
1507,Holiday e-commerce sales seen hitting $92B,"
 There's some mind-blowing numbers out on e-commerce as part of the 2016 Adobe holiday season forecast. E-commerce sales are expected to increase 11% this year to $91.6B. Though the pace is slower than what was seen in some recent years, it still triples the overall growth rate in retail. Cyber Monday is set to be the largest online shopping day of all time, with $3.36B in sales anticipated. Large retailers are seen outpacing smaller retailers by a wide margin, 17% growth vs. 7% growth. That means more market share for Amazon (NASDAQ:AMZN), Wal-Mart (NYSE:WMT), Target (NYSE:TGT), Best (NYSE:BBY) and Staples (NASDAQ:SPLS) in comparison to chains which already have a harder time leveraging their shipping costs. Adobe says hot gifts this year will include virtual reality devices, Pokemon, Barbie, Lego, Hot Wheels and Frozen toys. A stretching out of the holiday season from early October until past Christmas could help FedEx (NYSE:FDX) and UPS (NYSE:UPS) manage the logistics more efficiently. Related stocks: SNE, HAS, MAT, NILE, EBAY, DIS. Related ETFs: IBUY, XRT. Full Adobe report  ",2016-10-27
1508,"Amazon target raised to $1,050 at Goldman Sachs","
From $920 prior (current price $831.30). Buy rating retained.Analyst Heath Terry projects Q3 revenue (reporting Thursday) at $33B, particularly spotlighting AWS to be a significant factor for the quarter. Further expects Amazon (AMZN +1.7%) to guide a $43B-$46B range for Q4 revenue.$1,000+ Amazon targets – Credit Suisse, Cantor Fitzgerald, J.P. Morgan, RBC Capital Markets, Evercore ISI ",2016-10-24
1509,Internet attack takes many sites offline for hours,"
 A coordinated Internet attack has taken a wide variety of sites offline for millions of users today. The incident, a distributed denial-of-service attack on traffic company Dyn, came against the domain name system infrastructure that helps connect users to sites, and it's coming in waves: After earlier outages, Dyn has warned that it's under assault again. The earlier attack took a number of sites off line for hours, including Amazon (AMZN +1%), Twitter (TWTR -0.3%), Etsy (ETSY -0.8%) and Spotify (MUSIC) as well as many more. The Department of Homeland Security says it's ""looking into"" the attack.  ",2016-10-21
