,news_title,news_dates,news_details
400,'Maze Runner' prevails at box office over Depp gangster flick,"Sep. 21, 2015, 12:40 PM","
 Teens won out over true crime at the box office this weekend, as dystopian sequel Maze Runner: The Scorch Trials took the top spot over Johnny Depp in Black Mass.
 
The Scorch Trials (FOX +0.6%, FOXA +0.6%) drew $30.3M to lead all comers in a strong weekend (up 9% Y/Y overall), while Black Mass (TWX -0.5%) -- the story of Boston gangster Whitey Bulger -- followed up with $23.4M, so far a return to form after a string of Depp disappointments. Sticking mainly to specialty screens like Imax and premium formats, Everest (CMCSA +0.8%), the week's other key newcomer, was fifth with $7.6M, behind second-weekers The Visit ($11.4M) and The Perfect Guy ($9.6M). In sixth, War Room (SNE +0.2%) hit a cumulative total of $49.09M to become the fifth highest-grossing faith-based film.  "
401,Sony VR headset to offer more than 10 titles,"Sep. 17, 2015, 8:11 AM","
The PlayStation VR headset is on track for introduction in the first half of 2016, Sony Computer Entertainment CEO Andrew House said in an interview at the Tokyo Game Show today.Sony (NYSE:SNE) will offer more than 10 playable titles for PlayStation VR, including its own RIGS: Machine Combat League and Square Enix Holdings' Final Fantasy XIV. "
402,"Sony making bank from slower box-office season, 'The Perfect Guy'","Sep. 14, 2015, 1:37 PM","
 A thrills-and-chills face-off at the box office ended with The Perfect Guy narrowly edging The Visit, but with both films well outperforming projections. ScreenGems' (SNE -1.1%) The Perfect Guy drew $26.7M against The Visit, a bit of a comeback from M. Night Shyamalan, which pulled $25.7M -- both well above an expected $15M-$17M each. Sony's War Room continued its surprising run, drawing $7.4M to finish third and likely overshadowing the debut of another faith-based film, 90 Minutes in Heaven. War Room, from the company's Affirm label, has grossed $39.2M in three weeks. In continuing-film strength, Mission: Impossible -- Rogue Nation (VIA -0.9%, VIAB -1.2%) was fifth, grossing $4.2M to bring its seven-week total to $188.2M, and Straight Outta Compton (CMCSA -0.9%) was sixth, adding $4.1M to its five-week cumulative run of $155.7M.  "
403,Videogame sales down 2%; new 'Madden NFL' tops chart,"Sep. 11, 2015, 5:27 PM","
 Videogame sales slipped in August, despite the ""annual Madden,"" with new physical games and hardware down 2% to $548M, according to NPD Group. That's due to a bigger decline in software sales, though hardware slipped as well. Game sales fell 10% to $207.9M on tough comps against last year's Diablo III console launch and Sony's The Last of Us.
 Spending on hardware dropped a comparatively lighter 2% to $190.5M. Accessory sales rose, however, up 12% to $150M. Current-gen consoles rose to 68% of software sales from the prior month's 61%, according to Piper Jaffray. 
Madden NFL 16 (EA +0.3%) was the unsurprising leader in software for August after its late-month release, ahead of a pair of Microsoft (MSFT +0.4%) titles, Minecraft and Gears of War: Ultimate Edition.
 “New physical software sales for [Xbox One and PS4] consoles, up 34%, did not offset the 51% decline in [last] generation console sales as well as the 24% drop in portable software sales,” said NPD analyst Liam Callahan. Piper's Michael Olson reiterated Overweight ratings on Activision Blizzard (ATVI +0.3%), EA and Take-Two (TTWO +0.1%), as well as on GameStop (GME +1%). ""We expect that 2015 and 2016 will be the equivalent to 2007 and 2008 during the prior console cycle,"" he writes; ""both were years that experienced significant industry software growth, following several years of decline or limited growth in the space."" Meanwhile, Sony (SNE +0.9%) confirmed its PlayStation 4 outsold competing hardware from Microsoft and Nintendo (OTCPK:NTDOY -1.5%) yet again in August.  "
404,'War Room' wins slow holiday box-office weekend,"Sep. 8, 2015, 3:28 PM","
 Christian film War Room (SNE +1.3%) prevailed in holiday-weekend box office, preventing Straight Outta Compton (CMCSA +1.8%) from ruling for a fourth straight week as few moviegoers left end-of-summer gatherings to hit up theaters. 
War Room grossed $12.6M over the four days ($9.45M in three), benefiting from one of the slowest Labor Day weekends at the box office in a decade and outpacing Compton's $11.1M ($8.85M for the three days). It's nonetheless proving a surprising faith-based hit for Sony's Affirm unit. New films failed to boost totals. A Walk in the Woods and The Transporter Refueled drew $10.3M and $9M in third and fifth place respectively for the four days. 
Compton has earned just under $150M in four weeks, while Mission: Impossible - Rogue Nation (VIA +1%, VIAB +1.5%), in fourth at the holiday box office, has grossed over $180M domestically in six weeks.  "
405,Automobile M&A: Place your bets,"Sep. 5, 2015, 12:02 PM","


News in the automobile industry this week continues to indicate seismic changes are coming.

The Silicon Valley factor: A deeper commitment by Apple and Google in the automobile sector is widely anticipated, although an all-in bet on the manufacturing side is still considered a reach. Key acquisitions, partnerships, or joint ventures in software, self-driving technology, and infotainment systems could sort out the winners from the losers. German players BMW (BAMXY) and Mercedes-Benz (OTCPK:DDAIF) could be in the mix.

The Sergio factor: Though the Fiat Chrysler Automobiles (NYSE:FCAU) CEO continues to make some bold projections on the powerful merger synergies a tie-up with General Motors (NYSE:GM) would create, his math works for other combinations within the industry as well. Nissan (OTCPK:NSANY), Tata Motors (NYSE:TTM), Honda (NYSE:HMC), and Volvo (OTCPK:GELYF) are each struggling in various markets.

The Tesla factor: Tesla Motors (NASDAQ:TSLA) has engaged in a war of words with Toyota (NYSE:TM) in the electric vs. hydrogen debate. The EV automaker is also in a race with General Motors and Nissan over developing a mass-market EV with the driving range and sticker price to sell at scale. There's also been a tug-of-war over employees with Silicon Valley counterpart Apple. With so many enemies, some analysts think Tesla needs more friends in the space. Who has the ~$40B-$50B to buy out Elon or the moxie to strike a strategic partnership?
Looking for a wildcard? Sony (NYSE:SNE) CEO Kazuo Hirai told the Financial Times this week that his company would absolutely partner with an automobile company if a deal makes sense.
 "
406,Sony promises big image sensor investments ahead of iPhone 6S launch,"Sep. 4, 2015, 3:01 PM","

With demand from Apple and Chinese mobile OEMs remaining strong, CEO Kaz Hirai Sony (SNE -3.1%) plans to invest €1.5B ($1.7B) in its image sensor ops in FY16 (ends March '16)  - 5x what it invested in FY15.
The remarks come as Apple (NASDAQ:AAPL) gets set to launch the iPhone 6S/6S+, which are expected to feature much-improved cameras. The rear camera is rumored to support 12MP still photos, 4K video recording, and a faster burst mode; the front camera is reportedly being upgraded to 5MP.
Image sensors have been a strong point for Sony as it deals with weak smartphone and (PS4 excluded) home electronics sales. The company is believed to be taking share from OmniVision (OVTI +0.7%), which is expected by the Street to see its FY16 (ends April '16) sales drop 8.8% Y/Y.
 "
407,Sony reaches settlement with employees in hack lawsuit,"Sep. 3, 2015, 2:13 AM","
Sony Pictures (NYSE:SNE) has reached a settlement with former employees in a lawsuit related to the massive data breach it suffered almost a year ago.The federal lawsuit, which is still pending class-action status, is a combination of seven different suits brought by nearly 50K current and former employees whose personal, financial and medical information were posted online.Additional details about Sony's settlement are expected to be filed by mid-October. "
408,"Mobile hardware launches: Sony, Huawei, Lenovo/Motorola","Sep. 2, 2015, 7:22 PM","

Ahead of the IFA electronics show (runs from Sep. 4-9 in Berlin), Sony (NYSE:SNE) has launched its Xperia Z5 phone line. The flagship model, the 5.5"" Z5 Premium, is the first phone to sport a 4K display (overkill?). The standard Z5 has a 5.2"" 1080p display, and the Z5 Compact a mere 4.6"" 720p display.
Sony, looking to stand out in a very competitive high-end Android market, is also emphasizing the phones' cameras: They have 23MP resolutions, 24mm lenses, F2.0 apertures (good for low-light shots), and a ""ground-breaking"" auto-focus speed of 0.03 seconds. They run on Qualcomm's Snapdragon 810 processor.
Huawei, trying to make greater high-end inroads, has launched the Mate S, a 5.5"" phone with a 1080p display, metal body, and 13MP camera with optical image stabilization. It will retail for a steep €650 ($728).
Lenovo (OTCPK:LNVGY) is going off the beaten path. The company has launched the Phab and Phab Plus, two near-7"" devices whose size arguably makes them tablets more than smartphones. Also launched: The Vibe P1, a phone with a 5"" 1080p screen and massive 5,000mAh battery; the Vibe P1m, which has a 5.5"" 720p screen, and a relatively modest 4,000mAh battery; and the Vibe S1, which has two front cameras to enable selfie shots with depth effects.
Meanwhile, Lenovo's Motorola Mobility unit has refreshed its Moto 360 smartwatch lineup. 42mm and 46mm men's versions are offered, along with a 42mm women's version. The watches sell for $300-$430.
 "
409,'Compton' holds off faith-based challenge at box office,"Aug. 31, 2015, 2:58 PM","
 
Straight Outta Compton (CMCSA -0.5%) became the first film to top the box office three weeks in a row since Jurassic World pulled that off in late June, and it overcame a surprising challenger along the way: low-budget Christian film War Room  (SNE +0.5%). 
Compton grossed $13.2M, just higher than War Room's $11M on just 1,135 screens (a healthy $9,692/screen average). The N.W.A biopic has drawn a cumulative $134.1M in its three weeks on top. 
Mission: Impossible--Rogue Nation (VIA -0.1%, VIAB +0.7%) drew $8.3M to finish third, and Owen Wilson thriller No Escape $8.29M for fourth. Aside from War Room and No Escape, the other key debut -- We Are Your Friends with Zac Efron (TWX -0.9%) -- tanked with just $1.8M from 2,333 screens. Overall, total box office was down more than 20% Y/Y -- but against a difficult comp, with an earlier Labor Day holiday in 2014.  "
410,China slowdown hits Asian smartphone makers/suppliers,"Aug. 31, 2015, 2:49 AM","

The combined effects of China's economic slowdown, a maturing smartphone industry and market volatility are sending jitters through Asian electronic-parts suppliers, which have long-relied on Chinese manufacturing muscle and consumer demand to power growth.
Earlier this month, research firm Gartner said smartphone sales in China fell for the first time in Q2, while IDC forecasts smartphone shipments in the country to grow just 1.2% this year, down from 19.7% in 2014.
Related tickers: SNE, OTC:SSNLF, OTCPK:HNHAF, OTC:PGTRF, OTCPK:SHCAY, OTCPK:LNVGY, OTC:HTCXF, OTC:FXCOF, OTCPK:PCRFY, OTCPK:BYDDY, OTC:HXSCF, OTCPK:TOELF, OTCPK:FANUF

 "
